Position,Track Name,Artist,Streams,Date,Region,1dayago,pos-1,-1top10,2dayago,pos-2,-2top10,3dayago,pos-3,-3top10,4dayago,pos-4,-4top10,5dayago,pos-5,-5top10,6dayago,pos-6,-6top10,7dayago,pos-7,-7top10,currtop10
6,Unforgettable,French Montana,3485374,2017-06-30,global,3337397,6,yes,3303288,6,yes,3286685,6,yes,3231749,6,yes,2848472,6,yes,3208465,6,yes,3383107,6,yes,yes
7,Attention,Charlie Puth,3118564,2017-06-30,global,3043802,7,yes,3032415,7,yes,3013863,8,yes,2978084,8,yes,2661009,7,yes,3035440,8,yes,3247752,7,yes,yes
8,Thunder,Imagine Dragons,3104329,2017-06-30,global,3013524,8,yes,3017856,8,yes,3046919,7,yes,3007403,7,yes,2507175,9,yes,3039866,7,yes,3222673,8,yes,yes
9,Feels,Calvin Harris,2938676,2017-06-30,global,2193324,20,no,2150451,21,no,2063015,21,no,1928995,25,no,1653225,30,no,1927492,29,no,2159250,23,no,yes
10,Strip That Down,Liam Payne,2888437,2017-06-30,global,2822102,9,yes,2804437,9,yes,2814631,9,yes,2818177,9,yes,2514714,8,yes,2873522,9,yes,3007115,9,yes,yes
11,There's Nothing Holdin' Me Back,Shawn Mendes,2801372,2017-06-30,global,2725277,10,yes,2717050,10,yes,2687608,10,yes,2640904,10,yes,2370180,12,no,2701544,11,no,2885459,13,no,no
12,Mama,Jonas Blue,2728632,2017-06-30,global,2614677,12,no,2600880,12,no,2574557,12,no,2574272,12,no,2265856,14,no,2617396,14,no,2754818,14,no,no
13,HUMBLE.,Kendrick Lamar,2718045,2017-06-30,global,2634510,11,no,2618019,11,no,2625322,11,no,2587689,11,no,2400391,11,no,2687515,13,no,2896306,11,no,no
14,XO TOUR Llif3,Lil Uzi Vert,2659052,2017-06-30,global,2568286,13,no,2539102,13,no,2556151,13,no,2540180,13,no,2324146,13,no,2520063,15,no,2672747,15,no,no
16,Despacito (Featuring Daddy Yankee),Luis Fonsi,2621991,2017-06-30,global,2430217,15,no,2421964,15,no,2444047,14,no,2457611,14,no,2439578,10,yes,2833917,10,yes,2889683,12,no,no
17,Something Just Like This,The Chainsmokers,2503562,2017-06-30,global,2370874,17,no,2369030,17,no,2380457,17,no,2361923,16,no,2124728,16,no,2405998,17,no,2613153,16,no,no
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2478969,2017-06-30,global,2347562,18,no,2333212,18,no,2356684,18,no,2350746,17,no,2234910,15,no,2691380,12,no,2923503,10,yes,no
19,Believer,Imagine Dragons,2419894,2017-06-30,global,2403624,16,no,2396403,16,no,2384328,16,no,2424870,15,no,1968906,18,no,2451709,16,no,2575461,17,no,no
20,Slide,Calvin Harris,2361984,2017-06-30,global,1545426,41,no,1515346,41,no,1522227,41,no,1519457,41,no,1393045,38,no,1577259,40,no,1666284,40,no,no
21,There for You,Martin Garrix,2352140,2017-06-30,global,2306795,19,no,2282204,19,no,2291995,19,no,2267764,19,no,1994944,17,no,2271753,18,no,2450265,18,no,no
22,Stay (with Alessia Cara),Zedd,2224209,2017-06-30,global,2168175,21,no,2191005,20,no,2191649,20,no,2164241,20,no,1951154,19,no,2215306,19,no,2407469,19,no,no
23,Congratulations,Post Malone,2133364,2017-06-30,global,2073290,22,no,2041633,22,no,2056672,22,no,2030923,21,no,1853363,21,no,2009615,24,no,2138468,26,no,no
24,Felices los 4,Maluma,2102709,2017-06-30,global,1935793,27,no,1889225,29,no,1907003,27,no,1894167,27,no,1884185,20,no,2199757,20,no,2219284,21,no,no
25,That's What I Like,Bruno Mars,2076040,2017-06-30,global,1995253,23,no,1990400,23,no,1976454,24,no,1946533,22,no,1822988,22,no,2083690,21,no,2170806,22,no,no
26,More Than You Know,Axwell /\ Ingrosso,2048861,2017-06-30,global,1929129,28,no,1911900,27,no,1884130,29,no,1831163,31,no,1533471,32,no,1740273,32,no,1989783,31,no,no
27,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2042432,2017-06-30,global,1972761,24,no,1968021,24,no,1984743,23,no,1935425,23,no,1757788,26,no,2036520,23,no,2157292,24,no,no
28,Symphony (feat. Zara Larsson),Clean Bandit,2024515,2017-06-30,global,1944004,26,no,1938729,26,no,1935013,26,no,1933568,24,no,1784868,24,no,2071941,22,no,2342508,20,no,no
29,Mask Off,Future,2000217,2017-06-30,global,1909127,29,no,1896696,28,no,1905564,28,no,1891739,28,no,1769039,25,no,1988167,25,no,2108208,27,no,no
30,Bad Liar,Selena Gomez,1967889,2017-06-30,global,1949453,25,no,1963446,25,no,1965303,25,no,1914164,26,no,1701706,28,no,1927739,28,no,2105109,28,no,no
31,Me Rehúso,Danny Ocean,1919597,2017-06-30,global,1802031,32,no,1757277,32,no,1779663,32,no,1758553,32,no,1695514,29,no,1970297,27,no,2008517,30,no,no
32,It Ain't Me (with Selena Gomez),Kygo,1876476,2017-06-30,global,1808428,31,no,1814409,31,no,1819821,31,no,1845821,29,no,1710827,27,no,1981328,26,no,2146069,25,no,no
33,Malibu,Miley Cyrus,1841889,2017-06-30,global,1847531,30,no,1853446,30,no,1864684,30,no,1842785,30,no,1639331,31,no,1871830,30,no,2065313,29,no,no
34,Know No Better (feat. Quavo),Major Lazer,1799866,2017-06-30,global,1758835,33,no,1746892,33,no,1747558,33,no,1708383,34,no,1491392,34,no,1709643,33,no,1870289,32,no,no
35,Your Song,Rita Ora,1753217,2017-06-30,global,1708506,36,no,1683565,36,no,1663031,36,no,1617849,37,no,1392346,39,no,1623884,39,no,1738250,37,no,no
36,Slow Hands,Niall Horan,1742871,2017-06-30,global,1724854,34,no,1716892,34,no,1705184,34,no,1713804,33,no,1523122,33,no,1696641,34,no,1795046,34,no,no
37,Crying in the Club,Camila Cabello,1731325,2017-06-30,global,1724097,35,no,1693832,35,no,1693169,35,no,1649024,35,no,1456866,37,no,1653291,36,no,1716665,38,no,no
38,Redbone,Childish Gambino,1718281,2017-06-30,global,1666630,37,no,1650947,37,no,1653331,37,no,1629387,36,no,1484847,36,no,1625673,38,no,1708098,39,no,no
40,SUBEME LA RADIO,Enrique Iglesias,1693997,2017-06-30,global,1568415,40,no,1555449,40,no,1562095,40,no,1547151,40,no,1487891,35,no,1763358,31,no,1865138,33,no,no
41,No Promises (feat. Demi Lovato),Cheat Codes,1635568,2017-06-30,global,1587316,38,no,1604463,39,no,1594755,38,no,1547319,39,no,1357284,41,no,1556832,41,no,1749755,36,no,no
42,First Time,Kygo,1629432,2017-06-30,global,1584939,39,no,1605250,38,no,1579292,39,no,1573611,38,no,1392222,40,no,1629048,37,no,1770951,35,no,no
43,Galway Girl,Ed Sheeran,1598725,2017-06-30,global,1523931,42,no,1493023,43,no,1479518,43,no,1476446,43,no,1332968,43,no,1491926,43,no,1591238,42,no,no
44,Passionfruit,Drake,1492998,2017-06-30,global,1423067,45,no,1416694,45,no,1426151,45,no,1417739,45,no,1336414,42,no,1503785,42,no,1552303,43,no,no
45,Location,Khalid,1488897,2017-06-30,global,1459855,44,no,1437894,44,no,1449234,44,no,1426729,44,no,1274576,45,no,1380698,47,no,1475374,45,no,no
46,Escápate Conmigo,Wisin,1487211,2017-06-30,global,1367931,47,no,1335478,48,no,1346329,47,no,1298169,47,no,1264722,46,no,1489288,44,no,1527728,44,no,no
47,Now Or Never,Halsey,1477648,2017-06-30,global,1482269,43,no,1497864,42,no,1490868,42,no,1478886,42,no,1306871,44,no,1457395,45,no,1596755,41,no,no
49,1-800-273-8255,Logic,1405612,2017-06-30,global,1405697,46,no,1399812,46,no,1407280,46,no,1398569,46,no,1237641,47,no,1355291,48,no,1463659,46,no,no
50,Swish Swish,Katy Perry,1325243,2017-06-30,global,1276568,50,no,1300489,49,no,1286659,50,no,1273972,50,no,1129803,49,no,1302700,49,no,1455834,47,no,no
1,Despacito - Remix,Luis Fonsi,6398530,2017-07-01,global,6393345,1,yes,5945441,1,yes,5962451,1,yes,5976971,1,yes,5966378,1,yes,5726052,1,yes,6687684,1,yes,yes
2,Wild Thoughts,DJ Khaled,4558126,2017-07-01,global,4689878,2,yes,4496288,2,yes,4529198,2,yes,4531567,2,yes,4454929,2,yes,3928763,3,yes,4502170,3,yes,yes
3,I'm the One,DJ Khaled,4344910,2017-07-01,global,4470728,3,yes,4291359,3,yes,4291254,3,yes,4361161,3,yes,4383715,3,yes,4071490,2,yes,4629107,2,yes,yes
4,2U (feat. Justin Bieber),David Guetta,3853673,2017-07-01,global,4022590,4,yes,3849460,4,yes,3877615,4,yes,3892494,4,yes,3880233,4,yes,3435414,4,yes,3964830,4,yes,yes
5,Shape of You,Ed Sheeran,3646128,2017-07-01,global,3712311,5,yes,3492692,5,yes,3477534,5,yes,3481119,5,yes,3452529,5,yes,3235343,5,yes,3720844,5,yes,yes
6,Unforgettable,French Montana,3355468,2017-07-01,global,3485374,6,yes,3337397,6,yes,3303288,6,yes,3286685,6,yes,3231749,6,yes,2848472,6,yes,3208465,6,yes,yes
7,Attention,Charlie Puth,3029066,2017-07-01,global,3118564,7,yes,3043802,7,yes,3032415,7,yes,3013863,8,yes,2978084,8,yes,2661009,7,yes,3035440,8,yes,yes
8,Thunder,Imagine Dragons,2975615,2017-07-01,global,3104329,8,yes,3013524,8,yes,3017856,8,yes,3046919,7,yes,3007403,7,yes,2507175,9,yes,3039866,7,yes,yes
9,Feels,Calvin Harris,2954992,2017-07-01,global,2938676,9,yes,2193324,20,no,2150451,21,no,2063015,21,no,1928995,25,no,1653225,30,no,1927492,29,no,yes
10,Strip That Down,Liam Payne,2800694,2017-07-01,global,2888437,10,yes,2822102,9,yes,2804437,9,yes,2814631,9,yes,2818177,9,yes,2514714,8,yes,2873522,9,yes,yes
11,There's Nothing Holdin' Me Back,Shawn Mendes,2729133,2017-07-01,global,2801372,11,no,2725277,10,yes,2717050,10,yes,2687608,10,yes,2640904,10,yes,2370180,12,no,2701544,11,no,no
12,Mama,Jonas Blue,2713079,2017-07-01,global,2728632,12,no,2614677,12,no,2600880,12,no,2574557,12,no,2574272,12,no,2265856,14,no,2617396,14,no,no
13,Despacito (Featuring Daddy Yankee),Luis Fonsi,2658170,2017-07-01,global,2621991,16,no,2430217,15,no,2421964,15,no,2444047,14,no,2457611,14,no,2439578,10,yes,2833917,10,yes,no
14,XO TOUR Llif3,Lil Uzi Vert,2586920,2017-07-01,global,2659052,14,no,2568286,13,no,2539102,13,no,2556151,13,no,2540180,13,no,2324146,13,no,2520063,15,no,no
15,HUMBLE.,Kendrick Lamar,2556116,2017-07-01,global,2718045,13,no,2634510,11,no,2618019,11,no,2625322,11,no,2587689,11,no,2400391,11,no,2687515,13,no,no
16,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2452749,2017-07-01,global,2478969,18,no,2347562,18,no,2333212,18,no,2356684,18,no,2350746,17,no,2234910,15,no,2691380,12,no,no
17,Slide,Calvin Harris,2421668,2017-07-01,global,2361984,20,no,1545426,41,no,1515346,41,no,1522227,41,no,1519457,41,no,1393045,38,no,1577259,40,no,no
18,Something Just Like This,The Chainsmokers,2389321,2017-07-01,global,2503562,17,no,2370874,17,no,2369030,17,no,2380457,17,no,2361923,16,no,2124728,16,no,2405998,17,no,no
19,Signs,Drake,2313337,2017-07-01,global,2623487,15,no,2508773,14,no,2452501,14,no,2436237,15,no,2299797,18,no,1795746,23,no,1674376,35,no,no
20,There for You,Martin Garrix,2232042,2017-07-01,global,2352140,21,no,2306795,19,no,2282204,19,no,2291995,19,no,2267764,19,no,1994944,17,no,2271753,18,no,no
21,Believer,Imagine Dragons,2217836,2017-07-01,global,2419894,19,no,2403624,16,no,2396403,16,no,2384328,16,no,2424870,15,no,1968906,18,no,2451709,16,no,no
22,Felices los 4,Maluma,2177920,2017-07-01,global,2102709,24,no,1935793,27,no,1889225,29,no,1907003,27,no,1894167,27,no,1884185,20,no,2199757,20,no,no
23,Stay (with Alessia Cara),Zedd,2107400,2017-07-01,global,2224209,22,no,2168175,21,no,2191005,20,no,2191649,20,no,2164241,20,no,1951154,19,no,2215306,19,no,no
24,Congratulations,Post Malone,2037808,2017-07-01,global,2133364,23,no,2073290,22,no,2041633,22,no,2056672,22,no,2030923,21,no,1853363,21,no,2009615,24,no,no
25,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2005010,2017-07-01,global,2042432,27,no,1972761,24,no,1968021,24,no,1984743,23,no,1935425,23,no,1757788,26,no,2036520,23,no,no
26,That's What I Like,Bruno Mars,1992628,2017-07-01,global,2076040,25,no,1995253,23,no,1990400,23,no,1976454,24,no,1946533,22,no,1822988,22,no,2083690,21,no,no
27,More Than You Know,Axwell /\ Ingrosso,1973790,2017-07-01,global,2048861,26,no,1929129,28,no,1911900,27,no,1884130,29,no,1831163,31,no,1533471,32,no,1740273,32,no,no
28,Symphony (feat. Zara Larsson),Clean Bandit,1951857,2017-07-01,global,2024515,28,no,1944004,26,no,1938729,26,no,1935013,26,no,1933568,24,no,1784868,24,no,2071941,22,no,no
29,Me Rehúso,Danny Ocean,1941501,2017-07-01,global,1919597,31,no,1802031,32,no,1757277,32,no,1779663,32,no,1758553,32,no,1695514,29,no,1970297,27,no,no
30,Mask Off,Future,1928739,2017-07-01,global,2000217,29,no,1909127,29,no,1896696,28,no,1905564,28,no,1891739,28,no,1769039,25,no,1988167,25,no,no
31,Bad Liar,Selena Gomez,1858026,2017-07-01,global,1967889,30,no,1949453,25,no,1963446,25,no,1965303,25,no,1914164,26,no,1701706,28,no,1927739,28,no,no
32,It Ain't Me (with Selena Gomez),Kygo,1769312,2017-07-01,global,1876476,32,no,1808428,31,no,1814409,31,no,1819821,31,no,1845821,29,no,1710827,27,no,1981328,26,no,no
34,SUBEME LA RADIO,Enrique Iglesias,1713666,2017-07-01,global,1693997,40,no,1568415,40,no,1555449,40,no,1562095,40,no,1547151,40,no,1487891,35,no,1763358,31,no,no
35,Know No Better (feat. Quavo),Major Lazer,1691309,2017-07-01,global,1799866,34,no,1758835,33,no,1746892,33,no,1747558,33,no,1708383,34,no,1491392,34,no,1709643,33,no,no
36,Your Song,Rita Ora,1686535,2017-07-01,global,1753217,35,no,1708506,36,no,1683565,36,no,1663031,36,no,1617849,37,no,1392346,39,no,1623884,39,no,no
37,Crying in the Club,Camila Cabello,1668087,2017-07-01,global,1731325,37,no,1724097,35,no,1693832,35,no,1693169,35,no,1649024,35,no,1456866,37,no,1653291,36,no,no
38,Slow Hands,Niall Horan,1664485,2017-07-01,global,1742871,36,no,1724854,34,no,1716892,34,no,1705184,34,no,1713804,33,no,1523122,33,no,1696641,34,no,no
39,Malibu,Miley Cyrus,1630147,2017-07-01,global,1841889,33,no,1847531,30,no,1853446,30,no,1864684,30,no,1842785,30,no,1639331,31,no,1871830,30,no,no
40,Redbone,Childish Gambino,1623929,2017-07-01,global,1718281,38,no,1666630,37,no,1650947,37,no,1653331,37,no,1629387,36,no,1484847,36,no,1625673,38,no,no
41,Galway Girl,Ed Sheeran,1564387,2017-07-01,global,1598725,43,no,1523931,42,no,1493023,43,no,1479518,43,no,1476446,43,no,1332968,43,no,1491926,43,no,no
42,First Time,Kygo,1554055,2017-07-01,global,1629432,42,no,1584939,39,no,1605250,38,no,1579292,39,no,1573611,38,no,1392222,40,no,1629048,37,no,no
43,No Promises (feat. Demi Lovato),Cheat Codes,1537660,2017-07-01,global,1635568,41,no,1587316,38,no,1604463,39,no,1594755,38,no,1547319,39,no,1357284,41,no,1556832,41,no,no
44,Escápate Conmigo,Wisin,1512512,2017-07-01,global,1487211,46,no,1367931,47,no,1335478,48,no,1346329,47,no,1298169,47,no,1264722,46,no,1489288,44,no,no
45,Passionfruit,Drake,1445277,2017-07-01,global,1492998,44,no,1423067,45,no,1416694,45,no,1426151,45,no,1417739,45,no,1336414,42,no,1503785,42,no,no
46,Location,Khalid,1442221,2017-07-01,global,1488897,45,no,1459855,44,no,1437894,44,no,1449234,44,no,1426729,44,no,1274576,45,no,1380698,47,no,no
48,Now Or Never,Halsey,1366083,2017-07-01,global,1477648,47,no,1482269,43,no,1497864,42,no,1490868,42,no,1478886,42,no,1306871,44,no,1457395,45,no,no
50,1-800-273-8255,Logic,1313903,2017-07-01,global,1405612,49,no,1405697,46,no,1399812,46,no,1407280,46,no,1398569,46,no,1237641,47,no,1355291,48,no,no
1,Despacito - Remix,Luis Fonsi,5473207,2017-07-02,global,6398530,1,yes,6393345,1,yes,5945441,1,yes,5962451,1,yes,5976971,1,yes,5966378,1,yes,5726052,1,yes,yes
2,Wild Thoughts,DJ Khaled,3913841,2017-07-02,global,4558126,2,yes,4689878,2,yes,4496288,2,yes,4529198,2,yes,4531567,2,yes,4454929,2,yes,3928763,3,yes,yes
3,I'm the One,DJ Khaled,3784890,2017-07-02,global,4344910,3,yes,4470728,3,yes,4291359,3,yes,4291254,3,yes,4361161,3,yes,4383715,3,yes,4071490,2,yes,yes
4,2U (feat. Justin Bieber),David Guetta,3300531,2017-07-02,global,3853673,4,yes,4022590,4,yes,3849460,4,yes,3877615,4,yes,3892494,4,yes,3880233,4,yes,3435414,4,yes,yes
5,Shape of You,Ed Sheeran,3148478,2017-07-02,global,3646128,5,yes,3712311,5,yes,3492692,5,yes,3477534,5,yes,3481119,5,yes,3452529,5,yes,3235343,5,yes,yes
6,Unforgettable,French Montana,2933571,2017-07-02,global,3355468,6,yes,3485374,6,yes,3337397,6,yes,3303288,6,yes,3286685,6,yes,3231749,6,yes,2848472,6,yes,yes
7,Attention,Charlie Puth,2654301,2017-07-02,global,3029066,7,yes,3118564,7,yes,3043802,7,yes,3032415,7,yes,3013863,8,yes,2978084,8,yes,2661009,7,yes,yes
8,Thunder,Imagine Dragons,2571255,2017-07-02,global,2975615,8,yes,3104329,8,yes,3013524,8,yes,3017856,8,yes,3046919,7,yes,3007403,7,yes,2507175,9,yes,yes
9,Feels,Calvin Harris,2551212,2017-07-02,global,2954992,9,yes,2938676,9,yes,2193324,20,no,2150451,21,no,2063015,21,no,1928995,25,no,1653225,30,no,yes
10,Strip That Down,Liam Payne,2437201,2017-07-02,global,2800694,10,yes,2888437,10,yes,2822102,9,yes,2804437,9,yes,2814631,9,yes,2818177,9,yes,2514714,8,yes,yes
11,There's Nothing Holdin' Me Back,Shawn Mendes,2366971,2017-07-02,global,2729133,11,no,2801372,11,no,2725277,10,yes,2717050,10,yes,2687608,10,yes,2640904,10,yes,2370180,12,no,no
12,Mama,Jonas Blue,2355660,2017-07-02,global,2713079,12,no,2728632,12,no,2614677,12,no,2600880,12,no,2574557,12,no,2574272,12,no,2265856,14,no,no
13,XO TOUR Llif3,Lil Uzi Vert,2320320,2017-07-02,global,2586920,14,no,2659052,14,no,2568286,13,no,2539102,13,no,2556151,13,no,2540180,13,no,2324146,13,no,no
14,Despacito (Featuring Daddy Yankee),Luis Fonsi,2262014,2017-07-02,global,2658170,13,no,2621991,16,no,2430217,15,no,2421964,15,no,2444047,14,no,2457611,14,no,2439578,10,yes,no
15,HUMBLE.,Kendrick Lamar,2246321,2017-07-02,global,2556116,15,no,2718045,13,no,2634510,11,no,2618019,11,no,2625322,11,no,2587689,11,no,2400391,11,no,no
16,Slide,Calvin Harris,2100877,2017-07-02,global,2421668,17,no,2361984,20,no,1545426,41,no,1515346,41,no,1522227,41,no,1519457,41,no,1393045,38,no,no
17,Something Just Like This,The Chainsmokers,2072624,2017-07-02,global,2389321,18,no,2503562,17,no,2370874,17,no,2369030,17,no,2380457,17,no,2361923,16,no,2124728,16,no,no
18,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,2068952,2017-07-02,global,2452749,16,no,2478969,18,no,2347562,18,no,2333212,18,no,2356684,18,no,2350746,17,no,2234910,15,no,no
19,Signs,Drake,1983419,2017-07-02,global,2313337,19,no,2623487,15,no,2508773,14,no,2452501,14,no,2436237,15,no,2299797,18,no,1795746,23,no,no
20,Believer,Imagine Dragons,1946077,2017-07-02,global,2217836,21,no,2419894,19,no,2403624,16,no,2396403,16,no,2384328,16,no,2424870,15,no,1968906,18,no,no
21,There for You,Martin Garrix,1932152,2017-07-02,global,2232042,20,no,2352140,21,no,2306795,19,no,2282204,19,no,2291995,19,no,2267764,19,no,1994944,17,no,no
22,Stay (with Alessia Cara),Zedd,1874430,2017-07-02,global,2107400,23,no,2224209,22,no,2168175,21,no,2191005,20,no,2191649,20,no,2164241,20,no,1951154,19,no,no
23,Congratulations,Post Malone,1848171,2017-07-02,global,2037808,24,no,2133364,23,no,2073290,22,no,2041633,22,no,2056672,22,no,2030923,21,no,1853363,21,no,no
24,Felices los 4,Maluma,1844009,2017-07-02,global,2177920,22,no,2102709,24,no,1935793,27,no,1889225,29,no,1907003,27,no,1894167,27,no,1884185,20,no,no
25,That's What I Like,Bruno Mars,1743764,2017-07-02,global,1992628,26,no,2076040,25,no,1995253,23,no,1990400,23,no,1976454,24,no,1946533,22,no,1822988,22,no,no
26,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,1732228,2017-07-02,global,2005010,25,no,2042432,27,no,1972761,24,no,1968021,24,no,1984743,23,no,1935425,23,no,1757788,26,no,no
27,Symphony (feat. Zara Larsson),Clean Bandit,1710068,2017-07-02,global,1951857,28,no,2024515,28,no,1944004,26,no,1938729,26,no,1935013,26,no,1933568,24,no,1784868,24,no,no
28,Mask Off,Future,1685470,2017-07-02,global,1928739,30,no,2000217,29,no,1909127,29,no,1896696,28,no,1905564,28,no,1891739,28,no,1769039,25,no,no
29,More Than You Know,Axwell /\ Ingrosso,1665670,2017-07-02,global,1973790,27,no,2048861,26,no,1929129,28,no,1911900,27,no,1884130,29,no,1831163,31,no,1533471,32,no,no
30,Me Rehúso,Danny Ocean,1653556,2017-07-02,global,1941501,29,no,1919597,31,no,1802031,32,no,1757277,32,no,1779663,32,no,1758553,32,no,1695514,29,no,no
31,Bad Liar,Selena Gomez,1641846,2017-07-02,global,1858026,31,no,1967889,30,no,1949453,25,no,1963446,25,no,1965303,25,no,1914164,26,no,1701706,28,no,no
33,It Ain't Me (with Selena Gomez),Kygo,1529527,2017-07-02,global,1769312,32,no,1876476,32,no,1808428,31,no,1814409,31,no,1819821,31,no,1845821,29,no,1710827,27,no,no
34,Slow Hands,Niall Horan,1503102,2017-07-02,global,1664485,38,no,1742871,36,no,1724854,34,no,1716892,34,no,1705184,34,no,1713804,33,no,1523122,33,no,no
35,Redbone,Childish Gambino,1486433,2017-07-02,global,1623929,40,no,1718281,38,no,1666630,37,no,1650947,37,no,1653331,37,no,1629387,36,no,1484847,36,no,no
36,Crying in the Club,Camila Cabello,1463285,2017-07-02,global,1668087,37,no,1731325,37,no,1724097,35,no,1693832,35,no,1693169,35,no,1649024,35,no,1456866,37,no,no
37,Know No Better (feat. Quavo),Major Lazer,1455629,2017-07-02,global,1691309,35,no,1799866,34,no,1758835,33,no,1746892,33,no,1747558,33,no,1708383,34,no,1491392,34,no,no
38,Your Song,Rita Ora,1452680,2017-07-02,global,1686535,36,no,1753217,35,no,1708506,36,no,1683565,36,no,1663031,36,no,1617849,37,no,1392346,39,no,no
39,SUBEME LA RADIO,Enrique Iglesias,1413682,2017-07-02,global,1713666,34,no,1693997,40,no,1568415,40,no,1555449,40,no,1562095,40,no,1547151,40,no,1487891,35,no,no
40,Malibu,Miley Cyrus,1406627,2017-07-02,global,1630147,39,no,1841889,33,no,1847531,30,no,1853446,30,no,1864684,30,no,1842785,30,no,1639331,31,no,no
41,Galway Girl,Ed Sheeran,1372099,2017-07-02,global,1564387,41,no,1598725,43,no,1523931,42,no,1493023,43,no,1479518,43,no,1476446,43,no,1332968,43,no,no
42,No Promises (feat. Demi Lovato),Cheat Codes,1352392,2017-07-02,global,1537660,43,no,1635568,41,no,1587316,38,no,1604463,39,no,1594755,38,no,1547319,39,no,1357284,41,no,no
43,Location,Khalid,1332767,2017-07-02,global,1442221,46,no,1488897,45,no,1459855,44,no,1437894,44,no,1449234,44,no,1426729,44,no,1274576,45,no,no
44,First Time,Kygo,1311906,2017-07-02,global,1554055,42,no,1629432,42,no,1584939,39,no,1605250,38,no,1579292,39,no,1573611,38,no,1392222,40,no,no
